"","LL","PS","HL","SSS","PR","SR","Yield"
"3104",200000000.666667,1,2111112,3333334,2111707793.23858,1703030141.78124,966369.178286792
"3105",266666667.222222,1,2111112,3333334,2457572101.3571,1930822987.74174,1013146.36596488
"3106",333333333.777778,1,2111112,3333334,2796863827.20239,2153947252.40597,1059135.21616383
"3107",400000000.333333,1,2111112,3333334,3129974006.27472,2372680805.34449,1104384.27492203
"3108",466666666.888889,1,2111112,3333334,3457261503.78412,2587278633.87676,1148938.07132016
"3109",533333333.444444,1,2111112,3333334,3779056092.12198,2797975032.99742,1192837.50203295
"3111",1,5000.88888888889,2111112,3333334,1262095760.05117,1142921933.25045,1016881.97351911
"3112",66666667.5555556,5000.88888888889,2111112,3333334,1622873572.08049,1381222586.15668,1065209.17621246
"3113",133333334.111111,5000.88888888889,2111112,3333334,1975963011.56274,1614065127.20693,1112618.96122756
"3114",200000000.666667,5000.88888888889,2111112,3333334,2321850981.39845,1841795400.98858,1159171.26312695
"3115",266666667.222222,5000.88888888889,2111112,3333334,2660982657.39633,2064729586.56658,1204920.8511941
"3116",333333333.777778,5000.88888888889,2111112,3333334,2993765652.6221,2283157159.27226,1249917.84542769
"3117",400000000.333333,5000.88888888889,2111112,3333334,3320573706.98619,2497343514.78405,1294208.17369621
"3118",466666666.888889,5000.88888888889,2111112,3333334,3641749963.26806,2707532299.03345,1337833.97763767
"3119",533333333.444444,5000.88888888889,2111112,3333334,3957609881.96339,2913947481.20074,1380833.97379758
"3121",1,10000.7777777778,2111112,3333334,1466777472.99577,1276394442.38439,1196807.03892149
"3122",66666667.5555556,10000.7777777778,2111112,3333334,1820225447.79477,1509407545.652,1244020.37321183
"3123",133333334.111111,10000.7777777778,2111112,3333334,2166259720.89244,1737160942.54771,1290359.22254696
"3124",200000000.666667,10000.7777777778,2111112,3333334,2505345093.72186,1959984556.39486,1335880.23150439
"3125",266666667.222222,10000.7777777778,2111112,3333334,2837906732.34574,2178180149.28874,1380635.1819687
"3126",333333333.777778,10000.7777777778,2111112,3333334,3164334105.62145,2392024121.40648,1424671.47696465
"3127",400000000.333333,10000.7777777778,2111112,3333334,3484984476.43789,2601769992.58553,1468032.56956077
"3128",466666666.888889,10000.7777777778,2111112,3333334,3800186003.36435,2807650606.93694,1510758.34389148
"3129",533333333.444444,10000.7777777778,2111112,3333334,4110240501.8342,3009880095.41738,1552885.45433603
"3131",1,15000.6666666667,2111112,3333334,1647183106.52764,1391136607.30594,1362304.86519915
"3132",66666667.5555556,15000.6666666667,2111112,3333334,1993490898.58864,1619001957.98357,1408441.96006596
"3133",133333334.111111,15000.6666666667,2111112,3333334,2332647710.33159,1841797241.55952,1453745.29273791
"3134",200000000.666667,15000.6666666667,2111112,3333334,2665097312.29917,2059837240.84982,1498268.40138463
"3135",266666667.222222,15000.6666666667,2111112,3333334,2991245821.64706,2273410001.97999,1542060.24604356
"3136",333333333.777778,15000.6666666667,2111112,3333334,3311465426.9705,2482779480.53079,1585165.66234413
"3137",400000000.333333,15000.6666666667,2111112,3333334,3626097692.32857,2688187888.69332,1627625.7639455
"3138",466666666.888889,15000.6666666667,2111112,3333334,3935456494.20279,2889857781.61643,1669478.30023811
"3141",1,20000.5555555556,2111112,3333334,1805863212.91949,1489112933.92435,1514922.46914827
"3142",66666667.5555556,20000.5555555556,2111112,3333334,2145213510.89093,1711965076.36046,1560019.26926769
"3143",133333334.111111,20000.5555555556,2111112,3333334,2477664157.16382,1929928438.86489,1604320.937224
"3144",200000000.666667,20000.5555555556,2111112,3333334,2803638907.78223,2143303404.53291,1647878.07790916
"3145",266666667.222222,20000.5555555556,2111112,3333334,3123525743.67107,2352364968.97111,1690736.98572075
"3146",333333333.777778,20000.5555555556,2111112,3333334,3437680394.20492,2557365242.03427,1732940.07009449
"3147",400000000.333333,20000.5555555556,2111112,3333334,3746429464.50275,2758535668.15639,1774526.23314493
"3148",466666666.888889,20000.5555555556,2111112,3333334,4050073216.81895,2956089001.04722,1815531.20550325
"3151",1,25000.4444444444,2111112,3333334,1945046724.59653,1572040105.43557,1656010.40847267
"3152",66666667.5555556,25000.4444444444,2111112,3333334,2277615548.237,1790008559.07191,1700101.25549334
"3153",133333334.111111,25000.4444444444,2111112,3333334,2603525185.60941,2003261561.53951,1743433.61856699
"3154",200000000.666667,25000.4444444444,2111112,3333334,2923180343.33389,2212085799.16721,1786055.33260087
"3155",266666667.222222,25000.4444444444,2111112,3333334,3236951733.13927,2416743848.82515,1828010.17375564
"3156",333333333.777778,25000.4444444444,2111112,3333334,3545179405.53775,2617476543.48381,1869338.25857754
"3157",400000000.333333,25000.4444444444,2111112,3333334,3848175710.25895,2814505072.87087,1910076.39840246
"3158",466666666.888889,25000.4444444444,2111112,3333334,4146227930.66746,3008032852.74485,1950258.414693
"3161",1,30000.3333333333,2111112,3333334,2066687042.5287,1641422513.58833,1786751.01861873
"3162",66666667.5555556,30000.3333333333,2111112,3333334,2392644025.94069,1854631990.09543,1829868.72836082
"3163",133333334.111111,30000.3333333333,2111112,3333334,2712171929.1612,2063291760.11559,1872262.72549836
"3164",200000000.666667,30000.3333333333,2111112,3333334,3025657325.85243,2267675480.35088,1913978.22898256
"3165",266666667.222222,30000.3333333333,2111112,3333334,3333454482.32241,2468033908.82542,1955056.63584358
"3166",333333333.777778,30000.3333333333,2111112,3333334,3635888511.99725,2664597142.00612,1995535.89559618
"3167",400000000.333333,30000.3333333333,2111112,3333334,3933258178.28645,2857576602.5137,2035450.84286658
"3201",1,1,4222223,3333334,1380392005.0836,1323838968.49616,887784.726461665
"3202",66666667.5555556,1,4222223,3333334,1740645441.32516,1560845961.17271,936281.848288099
"3203",133333334.111111,1,4222223,3333334,2093459931.77284,1792590609.05486,983883.09605194
"3204",200000000.666667,1,4222223,3333334,2439296577.01925,2019400060.18056,1030645.76244461
"3205",266666667.222222,1,4222223,3333334,2778577805.00351,2241573968.79058,1076622.31078001
"3206",333333333.777778,1,4222223,3333334,3111691136.89517,2459387174.7557,1121860.84557537
"3207",400000000.333333,1,4222223,3333334,3438992534.87196,2673092085.44312,1166405.53088112
"3208",466666666.888889,1,4222223,3333334,3760809384.23683,2882920797.34956,1210296.9629139
"3211",1,5000.88888888889,4222223,3333334,1605329951.49119,1471646811.59669,1082805.95397104
"3212",66666667.5555556,5000.88888888889,4222223,3333334,1958336191.84448,1703446396.99256,1130197.29672686
"3213",133333334.111111,5000.88888888889,4222223,3333334,2304166400.11663,1930173109.003,1176734.16747857
"3214",200000000.666667,5000.88888888889,4222223,3333334,2643260955.27116,2152139176.14415,1222470.75553092
"3215",266666667.222222,5000.88888888889,4222223,3333334,2976023478.54494,2369630710.45734,1267456.69933931
"3216",333333333.777778,5000.88888888889,4222223,3333334,3302824397.7418,2582910242.07514,1311737.52827094
"3217",400000000.333333,5000.88888888889,4222223,3333334,3624004117.53845,2792218973.54399,1355355.05552208
"3218",466666666.888889,5000.88888888889,4222223,3333334,3939875844.99844,2997778788.8996,1398347.72829118
"3221",1,10000.7777777778,4222223,3333334,1803229070.17607,1598621712.21028,1261660.94028466
"3222",66666667.5555556,10000.7777777778,4222223,3333334,2149172699.30604,1825349346.22997,1307983.31788211
"3223",133333334.111111,10000.7777777778,4222223,3333334,2488191883.02487,2047185281.81989,1353490.52001738
"3224",200000000.666667,10000.7777777778,4222223,3333334,2820707270.75569,2264427551.24938,1398233.80330903
"3225",266666667.222222,10000.7777777778,4222223,3333334,3147104570.09056,2477349375.65421,1442260.13573877
"3226",333333333.777778,10000.7777777778,4222223,3333334,3467737920.75696,2686201562.91059,1485612.61139795
"3227",400000000.333333,10000.7777777778,4222223,3333334,3782932897.26116,2891214641.53073,1528330.81956946
"3231",1,15000.6666666667,4222223,3333334,1977009902.53101,1707012406.93485,1426125.02706702
"3232",66666667.5555556,15000.6666666667,4222223,3333334,2316068814.27668,1928798517.69156,1471413.62743373
"3233",133333334.111111,15000.6666666667,4222223,3333334,2648444062.26789,2145866196.42737,1515924.35359692
"3234",200000000.666667,15000.6666666667,4222223,3333334,2974537508.94992,2358499965.91623,1559705.69062834
"3235",266666667.222222,15000.6666666667,4222223,3333334,3294717797.1486,2566960775.08389,1602802.08183969
"3236",333333333.777778,15000.6666666667,4222223,3333334,3609323544.31381,2771488267.87703,1645254.31820324
"3237",400000000.333333,15000.6666666667,4222223,3333334,3918666186.74301,2972302803.43345,1687099.88507446
"3241",1,20000.5555555556,4222223,3333334,2129216517.25109,1798777549.60363,1577743.40335457
"3242",66666667.5555556,20000.5555555556,4222223,3333334,2461562196.50191,2015747753.12711,1622031.86586807
"3243",133333334.111111,20000.5555555556,4222223,3333334,2787454685.56251,2228165251.51,1665577.86453082
"3244",200000000.666667,20000.5555555556,4222223,3333334,3107277955.51688,2436301710.18124,1708427.26499445
"3245",266666667.222222,20000.5555555556,4222223,3333334,3421384391.40136,2640406393.65205,1750622.1236109
"3246",333333333.777778,20000.5555555556,4222223,3333334,3730097816.71157,2840708312.61534,1792201.05310721
"3247",400000000.333333,20000.5555555556,4222223,3333334,4033716187.91598,3037418136.70248,1833199.54833089
"3251",1,25000.4444444444,4222223,3333334,2262071639.5746,1875628214.07605,1717864.89145529
"3252",66666667.5555556,25000.4444444444,4222223,3333334,2587869431.28622,2087903520.04691,1761185.38054822
"3253",133333334.111111,25000.4444444444,4222223,3333334,2907434671.35385,2295784659.31832,1803797.02407804
"3254",200000000.666667,25000.4444444444,4222223,3333334,3221134290.60932,2499531059.3399,1845743.21190605
"3255",266666667.222222,25000.4444444444,4222223,3333334,3529305183.52884,2699380858.70945,1887063.74350021
"3256",333333333.777778,25000.4444444444,4222223,3333334,3832257072.40884,2895552939.31347,1927795.17134257
"3261",1,30000.3333333333,4222223,3333334,2377522726.59769,1939063414.24513,1847670.17892885
"3262",66666667.5555556,30000.3333333333,4222223,3333334,2696932092.56943,2146760422.24297,1890053.45406148
"3263",133333334.111111,30000.3333333333,4222223,3333334,3010320160.84836,2350214947.6121,1931759.80345871
"3264",200000000.666667,30000.3333333333,4222223,3333334,3318037630.92187,2549674768.12021,1972830.27680964
"3265",266666667.222222,30000.3333333333,4222223,3333334,3620406636.22576,2745367427.17663,2013302.53957167
"3266",333333333.777778,30000.3333333333,4222223,3333334,3917723456.85007,2937502157.42656,2053211.19549416
"3301",1,1,6333334,3333334,1723881893.39805,1652698676.49027,954018.338094166
"3302",66666667.5555556,1,6333334,3333334,2076559966.1649,1883360319.60159,1001591.11127588
"3303",133333334.111111,1,6333334,3333334,2422286122.28361,2109126516.63863,1048328.6236605
"3304",200000000.666667,1,6333334,3333334,2761478371.63621,2330293238.73693,1094282.78395531
"3305",266666667.222222,1,6333334,3333334,3094520535.0421,2547132168.32404,1139501.23186383
"3306",333333333.777778,1,6333334,3333334,3421765482.94176,2759893002.91336,1184027.74277966
"3307",400000000.333333,1,6333334,3333334,3743538025.06641,2968805510.52486,1227902.58886384
"3311",1,5000.88888888889,6333334,3333334,1942066797.36023,1794037933.44316,1147972.49694132
"3312",66666667.5555556,5000.88888888889,6333334,3333334,2287756023.90979,2019701088.33959,1194483.13487186
"3313",133333334.111111,5000.88888888889,6333334,3333334,2626734559.27856,2240642050.64618,1240196.47600868
"3314",200000000.666667,5000.88888888889,6333334,3333334,2959401859.41058,2457143450.13454,1285161.65432656
"3315",266666667.222222,5000.88888888889,6333334,3333334,3286124860.91816,2669464828.20725,1329423.77720041
"3316",333333333.777778,5000.88888888889,6333334,3333334,3607241049.17595,2877844819.13784,1373024.30575838
"3321",1,10000.7777777778,6333334,3333334,2133368745.90443,1914688684.94896,1325796.14557325
"3322",66666667.5555556,10000.7777777778,6333334,3333334,2472242477.29933,2135479839.03479,1371279.12926307
"3323",133333334.111111,10000.7777777778,6333334,3333334,2804636476.43881,2351714553.34896,1416000.87407629
"3324",200000000.666667,10000.7777777778,6333334,3333334,3130932522.18976,2563662754.90104,1460007.88969347
"3325",266666667.222222,10000.7777777778,6333334,3333334,3451481458.82548,2771572420.92591,1503342.88764439
