"","LL","PS","HL","SSS","PR","SR","Yield"
"1315",266666667.222222,5000.88888888889,6333334,1111112,3010711827.29176,2390415671.95741,918518.516641543
"1316",333333333.777778,5000.88888888889,6333334,1111112,3338324248.87566,2603440673.45651,962979.375850868
"1317",400000000.333333,5000.88888888889,6333334,1111112,3660546460.83681,2812677065.89869,1006804.26567037
"1321",1,10000.7777777778,6333334,1111112,1897520669.31063,1672304458.57179,955469.540281143
"1322",66666667.5555556,10000.7777777778,6333334,1111112,2243211766.26032,1897967718.19935,1001851.7116973
"1323",133333334.111111,10000.7777777778,6333334,1111112,2582304005.36496,2118989936.85729,1047457.0808267
"1324",200000000.666667,10000.7777777778,6333334,1111112,2915187228.53785,2335646772.5399,1092333.17583523
"1325",266666667.222222,10000.7777777778,6333334,1111112,3242219675.08312,2548191458.2447,1136523.64340203
"1326",333333333.777778,10000.7777777778,6333334,1111112,3563730951.39617,2756856912.15789,1180068.61402985
"1331",1,15000.6666666667,6333334,1111112,2125266807.67183,1825371108.81306,1159017.51411128
"1332",66666667.5555556,15000.6666666667,6333334,1111112,2464186212.78964,2046195600.53602,1204385.36944945
"1333",133333334.111111,15000.6666666667,6333334,1111112,2796732568.48368,2262540992.21491,1249011.40282109
"1334",200000000.666667,15000.6666666667,6333334,1111112,3123278512.16733,2474670586.24306,1292940.60672436
"1335",266666667.222222,15000.6666666667,6333334,1111112,3444166615.21153,2682826363.39619,1336214.31213633
"1336",333333333.777778,15000.6666666667,6333334,1111112,3759712196.95697,2887230981.28755,1378870.5319141
"1341",1,20000.5555555556,6333334,1111112,2326051783.86068,1957360367.45494,1346119.85416442
"1342",66666667.5555556,20000.5555555556,6333334,1111112,2658364155.49494,2173466033.10698,1390505.63981738
"1343",133333334.111111,20000.5555555556,6333334,1111112,2984519732.71251,2385247569.78274,1434182.83254394
"1344",200000000.666667,20000.5555555556,6333334,1111112,3304874758.21073,2592956513.3265,1477194.02639142
"1345",266666667.222222,20000.5555555556,6333334,1111112,3619756867.34869,2796824124.8411,1519578.36122504
"1346",333333333.777778,20000.5555555556,6333334,1111112,3929467754.96859,2997063283.56726,1561371.84556045
"1351",1,25000.4444444444,6333334,1111112,2502693616.93019,2070473537.35776,1518516.87421451
"1352",66666667.5555556,25000.4444444444,6333334,1111112,2828557827.49793,2281975998.18118,1561951.44610532
"1353",133333334.111111,25000.4444444444,6333334,1111112,3148472378.50943,2489302652.18607,1604708.99319311
"1354",200000000.666667,25000.4444444444,6333334,1111112,3462777888.07873,2692693828.53744,1646829.84074916
"1355",266666667.222222,25000.4444444444,6333334,1111112,3771787751.93088,2892370575.04239,1688351.05531625
"1356",333333333.777778,25000.4444444444,6333334,1111112,4075790671.04577,3088536451.25465,1729306.74822883
"1361",1,30000.3333333333,6333334,1111112,2657660984.64112,2166639002.9994,1677732.35338759
"1362",66666667.5555556,30000.3333333333,6333334,1111112,2977230359.08975,2373649741.28391,1720245.24199829
"1363",133333334.111111,30000.3333333333,6333334,1111112,3291048501.50273,2576626651.59295,1762111.09866092
"1364",200000000.666667,30000.3333333333,6333334,1111112,3599441137.91148,2775799388.60154,1803368.10242636
"1365",266666667.222222,30000.3333333333,6333334,1111112,3902708087.03384,2971379268.36071,1844051.35788168
"1371",1,35000.2222222222,6333334,1111112,2793122278.30784,2247550557.38191,1825103.99251876
"1372",66666667.5555556,35000.2222222222,6333334,1111112,3106544821.91142,2450177089.86062,1866723.46476325
"1373",133333334.111111,35000.2222222222,6333334,1111112,3414406247.01211,2648905720.89828,1907724.40383083
"1374",200000000.666667,35000.2222222222,6333334,1111112,3717018084.33864,2843955936.60968,1948142.95838704
"1375",266666667.222222,35000.2222222222,6333334,1111112,4014667206.17564,3035529779.25511,1988012.37636378
"1401",1,1,8444445,1111112,1693541118.6002,1623574345.73218,557374.086865412
"1402",66666667.5555556,1,8444445,1111112,2046025514.14897,1853191520.71901,604999.616057139
"1403",133333334.111111,1,8444445,1111112,2391881552.37945,2078163165.36638,651829.10865884
"1404",200000000.666667,1,8444445,1111112,2731497224.36803,2298763399.29462,697910.751034271
"1405",266666667.222222,1,8444445,1111112,3065229519.63546,2515244334.99714,743288.857789643
"1406",333333333.777778,1,8444445,1111112,3393407286.82079,2727838112.24624,788004.229292722
"1411",1,5000.88888888889,8444445,1111112,1978689941.00512,1820331155.81471,799042.251304341
"1412",66666667.5555556,5000.88888888889,8444445,1111112,2324299372.11773,2045054137.19242,845625.611106118
"1413",133333334.111111,5000.88888888889,8444445,1111112,2663506887.61402,2265293622.63229,891448.570342182
"1414",200000000.666667,5000.88888888889,8444445,1111112,2996683451.65104,2481311506.10259,936556.771897163
"1415",266666667.222222,5000.88888888889,8444445,1111112,3324170521.31852,2693348748.19631,980992.203501777
"1416",333333333.777778,5000.88888888889,8444445,1111112,3646282758.92322,2901627303.95869,1024793.53411532
"1421",1,10000.7777777778,8444445,1111112,2230099440.19838,1990737866.71411,1020016.47011237
"1422",66666667.5555556,10000.7777777778,8444445,1111112,2569000422.30278,2210687434.07711,1065590.73698259
"1423",133333334.111111,10000.7777777778,8444445,1111112,2901716400.96413,2426308596.9656,1110438.47095937
"1424",200000000.666667,10000.7777777778,8444445,1111112,3228602108.43091,2637851602.03471,1154602.9075094
"1425",266666667.222222,10000.7777777778,8444445,1111112,3549984189.42529,2845546781.89839,1198123.8312817
"1431",1,15000.6666666667,8444445,1111112,2451467055.45984,2137682081.1506,1222584.44424612
"1432",66666667.5555556,15000.6666666667,8444445,1111112,2783820287.97626,2352974685.70609,1267181.28006593
"1433",133333334.111111,15000.6666666667,8444445,1111112,3110196328.79284,2564087351.92016,1311083.77258447
"1434",200000000.666667,15000.6666666667,8444445,1111112,3430934434.7129,2771259229.09908,1354332.87852752
"1435",266666667.222222,15000.6666666667,8444445,1111112,3746347123.51445,2974710520.28974,1396966.29658205
"1441",1,20000.5555555556,8444445,1111112,2646012784.7391,2263678420.55179,1408737.72180857
"1442",66666667.5555556,20000.5555555556,8444445,1111112,2971973389.1741,2474426366.05654,1452387.43939825
"1443",133333334.111111,20000.5555555556,8444445,1111112,3292155922.23629,2681136516.5673,1495373.41081507
"1444",200000000.666667,20000.5555555556,8444445,1111112,3606884885.14066,2884037447.07494,1537734.43574531
"1445",266666667.222222,20000.5555555556,8444445,1111112,3916459321.23241,3083339705.24801,1579506.23772552
"1451",1,25000.4444444444,8444445,1111112,2816549086.73689,2370923140.82203,1580215.10918457
"1452",66666667.5555556,25000.4444444444,8444445,1111112,3136266834.21232,2577234756.36646,1622946.73467392
"1453",133333334.111111,25000.4444444444,8444445,1111112,3450397329.13217,2779644685.70092,1665043.69986087
"1454",200000000.666667,25000.4444444444,8444445,1111112,3759251002.21177,2978371426.97044,1706542.76250329
"1461",1,30000.3333333333,8444445,1111112,2965539305.84112,2461339779.99701,1738538.95147406
"1462",66666667.5555556,30000.3333333333,8444445,1111112,3279158834.55352,2663319585.02333,1780380.28368274
"1463",133333334.111111,30000.3333333333,8444445,1111112,3587373999.74396,2861528052.66315,1821614.60722879
"1464",200000000.666667,30000.3333333333,8444445,1111112,3890481813.69055,3056174077.41572,1862276.74682552
"1471",1,35000.2222222222,8444445,1111112,3095146716.69496,2536617476.25443,1885045.58513481
"1472",66666667.5555556,35000.2222222222,8444445,1111112,3402807739.77639,2734366338.17634,1926023.25211088
"1473",133333334.111111,35000.2222222222,8444445,1111112,3705239713.01194,2928468713.22491,1966420.20090109
"1501",1,1,10555556,1111112,2033050931.37203,1948560438.33605,623230.856880038
"1502",66666667.5555556,1,10555556,1111112,2378673533.07709,2172404469.51015,670018.918068285
"1503",133333334.111111,1,10555556,1111112,2718081180.93396,2391915672.86811,716062.407269782
"1504",200000000.666667,1,10555556,1111112,3051627409.67169,2607343190.96403,761405.204091688
"1505",266666667.222222,1,10555556,1111112,3379638134.98001,2818916578.9113,806087.739262426
"1511",1,5000.88888888889,10555556,1111112,2311702034.99416,2139085742.73211,863888.512999512
"1512",66666667.5555556,5000.88888888889,10555556,1111112,2650676668.20196,2358220126.37357,909672.383269066
"1513",133333334.111111,5000.88888888889,10555556,1111112,2983644913.64783,2573170307.79936,954744.502056292
"1514",200000000.666667,5000.88888888889,10555556,1111112,3310944960.85949,2784174429.58245,999146.459155173
"1521",1,10000.7777777778,10555556,1111112,2556757373.58218,2303394361.17388,1083884.30202058
"1522",66666667.5555556,10000.7777777778,10555556,1111112,2889240956.20108,2517932178.04605,1128695.0937105
"1523",133333334.111111,10000.7777777778,10555556,1111112,3215918035.59537,2728428112.90942,1172825.34392205
"1524",200000000.666667,10000.7777777778,10555556,1111112,3537112164.60426,2935109823.11586,1216314.47361469
"1531",1,15000.6666666667,10555556,1111112,2771908708.72673,2444368744.00917,1285504.38332945
"1532",66666667.5555556,15000.6666666667,10555556,1111112,3098052776.63364,2654419091.66206,1329371.89812973
"1533",133333334.111111,15000.6666666667,10555556,1111112,3418581931.2274,2860563857.85821,1372588.55226031
"1534",200000000.666667,15000.6666666667,10555556,1111112,3733805763.26319,3063020704.55454,1415191.71235159
"1541",1,20000.5555555556,10555556,1111112,2960370590.45224,2564518563.34181,1470738.83756193
"1542",66666667.5555556,20000.5555555556,10555556,1111112,3280321514.8987,2770186720.65734,1513691.62645271
"1543",133333334.111111,20000.5555555556,10555556,1111112,3594841190.34659,2972079849.75483,1556021.78345425
"1544",200000000.666667,20000.5555555556,10555556,1111112,3904225887.84416,3170406083.33783,1597764.72925231
"1551",1,25000.4444444444,10555556,1111112,3124950249.01508,2666035319.89435,1641325.07403572
"1552",66666667.5555556,25000.4444444444,10555556,1111112,3438849444.50571,2867422904.30075,1683390.49438613
"1553",133333334.111111,25000.4444444444,10555556,1111112,3747493481.70836,3065160526.00837,1724860.13284289
"1561",1,30000.3333333333,10555556,1111112,3268106010.04846,2750837982.17566,1798784.10767115
"1562",66666667.5555556,30000.3333333333,10555556,1111112,3576090133.13245,2948043099.87431,1839988.37763649
"1571",1,35000.2222222222,10555556,1111112,3391996329.80608,2820611296.40309,1944451.00830212
"1572",66666667.5555556,35000.2222222222,10555556,1111112,3694197469.20094,3013728685.93426,1984819.25865128
"1601",1,1,12666667,1111112,2366535906.18236,2267680612.70747,688367.847749619
"1602",66666667.5555556,1,12666667,1111112,2705670955.69192,2486055116.08311,734364.839948716
"1603",133333334.111111,1,12666667,1111112,3038969705.40966,2700383768.53202,779664.381276162
"1604",200000000.666667,1,12666667,1111112,3366755015.07015,2910893455.91149,824306.517428179
"1611",1,5000.88888888889,12666667,1111112,2638857102.39095,2452132029.00868,928048.706963555
"1612",66666667.5555556,5000.88888888889,12666667,1111112,2971555463.83368,2665969076.54289,973076.700766829
"1613",133333334.111111,5000.88888888889,12666667,1111112,3298609944.93491,2875896768.37586,1017437.52864868
"1621",1,10000.7777777778,12666667,1111112,2877719071.54399,2610493807.86743,1147097.86067955
"1622",66666667.5555556,10000.7777777778,12666667,1111112,3204128842.9928,2819899389.26905,1191186.17581413
"1623",133333334.111111,10000.7777777778,12666667,1111112,3525079227.41361,3025526373.31004,1234636.13942163
"1631",1,15000.6666666667,12666667,1111112,3086808232.72589,2745643542.13738,1347800.03764419
"1632",66666667.5555556,15000.6666666667,12666667,1111112,3407072523.33076,2950719977.11833,1390976.77662639
"1633",133333334.111111,15000.6666666667,12666667,1111112,3722054344.00625,3152143093.96045,1433542.58140257
"1641",1,20000.5555555556,12666667,1111112,3269334006.05046,2860086234.70722,1532143.95555952
"1642",66666667.5555556,20000.5555555556,12666667,1111112,3583591135.00059,3060932322.89683,1574436.05869817
"1651",1,25000.4444444444,12666667,1111112,3428098695.10666,2956008897.24562,1701865.72518376
"1661",1,30000.3333333333,12666667,1111112,3565555893.18991,3035326181.62641,1858485.12408927
"1701",1,1,14777778,1111112,2694226498.1751,2581159266.39635,752813.170737615
"1702",66666667.5555556,1,14777778,1111112,3027219405.27634,2794345603.14832,798061.889766854
"1711",1,5000.88888888889,14777778,1111112,2960377139.90008,2759686711.73699,991548.711639218
"1712",66666667.5555556,5000.88888888889,14777778,1111112,3287130402.58354,2968496553.6159,1035861.11818463
"1721",1,10000.7777777778,14777778,1111112,3193198555.53552,2912245624.68364,1209680.95974292
"1722",66666667.5555556,10000.7777777778,14777778,1111112,3513852144.2293,3116778412.60019,1253084.73228174
"1731",1,15000.6666666667,14777778,1111112,3396372127.06225,3041709010.10455,1409493.31245663
"1741",1,20000.5555555556,14777778,1111112,3573102434.78535,3150577457.9836,1592973.21822336
"1801",1,1,16888889,1111112,3016342018.5064,2889209944.60389,816593.543357098
"1811",1,5000.88888888889,16888889,1111112,3276473641.18021,3061956195.26648,1054413.23263365
"2001",1,1,1,2222223,492805569.238867,473789495.986283,535747.54058479
"2002",66666667.5555556,1,1,2222223,873422612.253795,727362723.08273,586773.979644438
"2003",133333334.111111,1,1,2222223,1245389821.48759,974767114.147374,636753.131856084
"2004",200000000.666667,1,1,2222223,1609279374.77674,1216410015.53398,685756.188670721
"2005",266666667.222222,1,1,2222223,1965612761.21916,1452662695.32401,733848.009480463
"2006",333333333.777778,1,1,2222223,2314866019.84208,1683864071.96663,781087.776320697
"2007",400000000.333333,1,1,2222223,2657474358.46248,1910324001.76679,827529.571108336
"2008",466666666.888889,1,1,2222223,2993836235.72873,2132326184.28915,873222.885788251
"2009",533333333.444444,1,1,2222223,3324316976.91987,2350130735.91114,918213.074208619
"2010",6e+08,1,1,2222223,3649251983.71389,2563976474.38121,962541.753250516
"2011",1,5000.88888888889,1,2222223,766772764.136261,664354897.607348,756012.354609677
"2012",66666667.5555556,5000.88888888889,1,2222223,1139485855.07729,912197543.022909,805821.66502118
"2013",133333334.111111,5000.88888888889,1,2222223,1503866955.88254,1154101733.72455,854633.847880965
"2014",200000000.666667,5000.88888888889,1,2222223,1860461817.59679,1390455747.58262,902516.122743831
"2015",266666667.222222,5000.88888888889,1,2222223,2209768090.31776,1621613647.12816,949529.755115572
"2016",333333333.777778,5000.88888888889,1,2222223,2552240271.31504,1847898799.31023,995730.669441445
"2017",400000000.333333,5000.88888888889,1,2222223,2888294070.52754,2069606980.81016,1041169.98990467
"2018",466666666.888889,5000.88888888889,1,2222223,3218310271.06649,2287009124.13238,1085894.51865385
"2019",533333333.444444,5000.88888888889,1,2222223,3542638150.79738,2500353751.47282,1129947.15964672
"2020",6e+08,5000.88888888889,1,2222223,3861598521.41768,2709869136.49678,1173367.29510065
"2021",1,10000.7777777778,1,2222223,1010056140.0122,831042781.871832,957869.693063381
"2022",66666667.5555556,10000.7777777778,1,2222223,1375078039.99776,1073312601.36166,1006504.6095486
"2023",133333334.111111,10000.7777777778,1,2222223,1732071727.7135,1309864000.61511,1054189.9329335
"2024",200000000.666667,10000.7777777778,1,2222223,2081557829.92603,1541067140.33262,1100989.1365165
"2025",266666667.222222,10000.7777777778,1,2222223,2424011321.64431,1767259727.96509,1146960.09454841
"2026",333333333.777778,10000.7777777778,1,2222223,2759866200.58146,1988750340.84892,1192155.65623432
"2027",400000000.333333,10000.7777777778,1,2222223,3089519613.84218,2205821359.91219,1236624.15244963
"2028",466666666.888889,10000.7777777778,1,2222223,3413335509.46348,2418731565.58572,1280409.84409238
"2029",533333333.444444,10000.7777777778,1,2222223,3731647874.68034,2627718439.90569,1323553.31967257
"2030",6e+08,10000.7777777778,1,2222223,4044763613.78875,2833000212.39653,1366091.84863366
"2031",1,15000.6666666667,1,2222223,1225962571.81575,976420497.783669,1143341.61512438
"2032",66666667.5555556,15000.6666666667,1,2222223,1583498021.79698,1213269171.16085,1190842.91861805
"2033",133333334.111111,15000.6666666667,1,2222223,1933295637.73842,1444609608.53813,1237439.68013515
"2034",200000000.666667,15000.6666666667,1,2222223,2275852157.38681,1670794755.07843,1283191.83925264
"2035",266666667.222222,15000.6666666667,1,2222223,2611620985.10608,1892146769.66503,1328154.06993422
"2036",333333333.777778,15000.6666666667,1,2222223,2941016608.54231,2108960162.91904,1372376.31808845
"2037",400000000.333333,15000.6666666667,1,2222223,3264418500.17633,2321504569.2202,1415904.27640213
"2038",466666666.888889,15000.6666666667,1,2222223,3582174571.73022,2530027201.02289,1458779.80472639
"2039",533333333.444444,15000.6666666667,1,2222223,3894604239.37701,2734755026.64175,1501041.30307285
"2040",6e+08,15000.6666666667,1,2222223,4202001149.31448,2935896706.72137,1542724.04325584
"2041",1,20000.5555555556,1,2222223,1417373983.06734,1102725542.95225,1314188.67555481
"2042",66666667.5555556,20000.5555555556,1,2222223,1767620052.72168,1334298942.62046,1360595.28921524
"2043",133333334.111111,20000.5555555556,1,2222223,2110405899.98846,1560564911.92922,1406140.06243153
"2044",200000000.666667,20000.5555555556,1,2222223,2446205545.2417,1781860035.17524,1450879.60127245
"2045",266666667.222222,20000.5555555556,1,2222223,2775451870.35979,1998491687.60723,1494865.55940862
"2046",333333333.777778,20000.5555555556,1,2222223,3098540792.4881,2210740999.12367,1538145.14159836
"2047",400000000.333333,20000.5555555556,1,2222223,3415834953.31067,2418865473.92922,1580761.54869173
"2048",466666666.888889,20000.5555555556,1,2222223,3727666987.44866,2623101311.32622,1622754.3718334
"2049",533333333.444444,20000.5555555556,1,2222223,4034342424.27318,2823665466.19165,1664159.94241877
"2051",1,25000.4444444444,1,2222223,1586809484.5123,1211913803.69325,1471948.25714881
"2052",66666667.5555556,25000.4444444444,1,2222223,1929955904.69058,1438352250.37234,1517297.33745638
"2053",133333334.111111,25000.4444444444,1,2222223,2265907549.25617,1659675141.74363,1561825.05565777
"2054",200000000.666667,25000.4444444444,1,2222223,2595116832.68188,1876203511.51092,1605584.87293965
"2055",266666667.222222,25000.4444444444,1,2222223,2917997109.23935,2088230676.88456,1648625.59234711
"2056",333333333.777778,25000.4444444444,1,2222223,3234926617.8503,2296025038.09646,1690991.8304093
"2057",400000000.333333,25000.4444444444,1,2222223,3546251971.1611,2499832554.4497,1732724.43423083
"2058",466666666.888889,25000.4444444444,1,2222223,3852291248.40178,2699878939.17435,1773860.85117764
"2059",533333333.444444,25000.4444444444,1,2222223,4153336742.89663,2896371609.19057,1814435.45724491
"2061",1,30000.3333333333,1,2222223,1736477313.65273,1305699875.92396,1617966.60607087
"2062",66666667.5555556,30000.3333333333,1,2222223,2072706793.20559,1527138382.21725,1662293.62927635
"2063",133333334.111111,30000.3333333333,1,2222223,2401995351.01779,1743644703.27814,1705837.66499167
"2064",200000000.666667,30000.3333333333,1,2222223,2724774850.19685,1955525090.50824,1748649.20724946
"2065",266666667.222222,30000.3333333333,1,2222223,3041440061.84058,2163059491.45439,1790774.368418
"2066",333333333.777778,30000.3333333333,1,2222223,3352352394.12198,2366504194.6591,1832255.32103045
"2067",400000000.333333,30000.3333333333,1,2222223,3657843192.52964,2566094170.33359,1873130.68875355
"2068",466666666.888889,30000.3333333333,1,2222223,3958216667.03843,2762045146.41512,1913435.89311306
"2069",533333333.444444,30000.3333333333,1,2222223,4253752493.88328,2954555453.8235,1953203.46163159
"2071",1,35000.2222222222,1,2222223,1868318438.07,1385590913.45903,1753425.72061288
"2072",66666667.5555556,35000.2222222222,1,2222223,2197806965.83484,1602159415.8763,1796764.56478279
"2073",133333334.111111,35000.2222222222,1,2222223,2520597376.61933,1813971002.55216,1839356.80529566
"2074",200000000.666667,35000.2222222222,1,2222223,2837101982.82172,2021317871.17128,1881250.13650651
"2075",266666667.222222,35000.2222222222,1,2222223,3147697869.0289,2224467252.76596,1922488.13090739
"2076",333333333.777778,35000.2222222222,1,2222223,3452730417.68792,2423663910.84167,1963110.65308586
"2077",400000000.333333,35000.2222222222,1,2222223,3752516431.19903,2619132354.40941,2003154.22624263
"2078",466666666.888889,35000.2222222222,1,2222223,4047346902.67058,2811078801.95848,2042652.35741162
"2101",1,1,2111112,2222223,854449127.109201,820324973.358649,604202.367141574
"2102",66666667.5555556,1,2111112,2222223,1226415211.74969,1066691466.01521,654170.084817252
"2103",133333334.111111,1,2111112,2222223,1590331002.5782,1307338727.10872,703165.218424847
"2104",200000000.666667,1,2111112,2222223,1946712008.55116,1542633182.13829,751251.876771552
"2105",266666667.222222,1,2111112,2222223,2296029332.01368,1772909666.12977,798488.621850255
"2106",333333333.777778,1,2111112,2222223,2638714120.26941,1998474591.57171,844929.025166476
"2107",400000000.333333,1,2111112,2222223,2975161507.29258,2219608753.4705,890622.160342981
"2108",466666666.888889,1,2111112,2222223,3305734111.61871,2436569818.52626,935613.040255438
"2109",533333333.444444,1,2111112,2222223,3630765146.8958,2649594538.63064,979943.005758338
"2111",1,5000.88888888889,2111112,2222223,1121205073.61497,1003993180.33882,823303.90840072
"2112",66666667.5555556,5000.88888888889,2111112,2222223,1485573813.06019,1244875572.57697,872106.888980235
"2113",133333334.111111,5000.88888888889,2111112,2222223,1842182478.22828,1480248523.83134,919983.033183632
"2114",200000000.666667,5000.88888888889,2111112,2222223,2191523100.9639,1710461536.50941,966992.927766962
"2115",266666667.222222,5000.88888888889,2111112,2222223,2534045537.97064,1935834128.30135,1013191.9379219
"2116",333333333.777778,5000.88888888889,2111112,2222223,2870161679.96143,2156658825.87331,1058630.72887321
"2117",400000000.333333,5000.88888888889,2111112,2222223,3200249180.92941,2373203817.20837,1103355.7279973
"2118",466666666.888889,5000.88888888889,2111112,2222223,3524654769.39942,2585715306.59978,1147409.53512959
"2119",533333333.444444,5000.88888888889,2111112,2222223,3843697194.6131,2794419609.96501,1190831.28762445
"2121",1,10000.7777777778,2111112,2222223,1357453144.59171,1163946352.38465,1024039.51626547
"2122",66666667.5555556,10000.7777777778,2111112,2222223,1714423530.14518,1399491462.18084,1071717.58664884
"2123",133333334.111111,10000.7777777778,2111112,2222223,2063911393.08328,1629727621.80683,1118512.20940071
"2124",200000000.666667,10000.7777777778,2111112,2222223,2406386427.94865,1854988242.34418,1164480.64598632
"2125",266666667.222222,10000.7777777778,2111112,2222223,2742278268.24149,2075578270.55764,1209675.24214729
"2126",333333333.777778,10000.7777777778,2111112,2222223,3071980466.95899,2291777018.36457,1254143.91699082
"2127",400000000.333333,10000.7777777778,2111112,2222223,3395854025.38833,2503840671.14424,1297930.59655256
"2128",466666666.888889,10000.7777777778,2111112,2222223,3714230528.11411,2712004516.09478,1341075.59895831
"2129",533333333.444444,10000.7777777778,2111112,2222223,4027414933.89429,2916484925.93996,1383615.97728838
"2131",1,15000.6666666667,2111112,2222223,1566492865.13816,1302745229.45178,1208429.12431722
"2132",66666667.5555556,15000.6666666667,2111112,2222223,1916256534.23367,1533094325.0233,1255020.32258845
"2133",133333334.111111,15000.6666666667,2111112,2222223,2258803155.98708,1758326101.74041,1300769.22827329
"2134",200000000.666667,15000.6666666667,2111112,2222223,2594581169.6166,1978758668.43869,1345729.96309159
"2135",266666667.222222,15000.6666666667,2111112,2222223,2924000956.48589,2194683109.42744,1389952.02066107
"2136",333333333.777778,15000.6666666667,2111112,2222223,3247438605.01589,2406366159.1503,1433480.72515277
"2137",400000000.333333,15000.6666666667,2111112,2222223,3565239250.2578,2614052574.62854,1476357.63810268
"2138",466666666.888889,15000.6666666667,2111112,2222223,3877720042.44552,2817967244.28403,1518620.92000154
"2141",1,20000.5555555556,2111112,2222223,1751199130.85178,1422620981.80962,1378231.27149798
"2142",66666667.5555556,20000.5555555556,2111112,2222223,2093940681.72164,1647910023.1494,1423771.93341188
"2143",133333334.111111,20000.5555555556,2111112,2222223,2429719146.72852,1868264935.95783,1468509.34256847
"2144",200000000.666667,20000.5555555556,2111112,2222223,2758962736.9821,2083989275.50859,1512494.6559288
"2145",266666667.222222,20000.5555555556,2111112,2222223,3082063504.10173,2295360936.19828,1555774.67286861
"2146",333333333.777778,20000.5555555556,2111112,2222223,3399380901.7111,2502634680.24747,1598392.26533772
"2147",400000000.333333,20000.5555555556,2111112,2222223,3711244946.38695,2706044381.95927,1640386.75960742
"2148",466666666.888889,20000.5555555556,2111112,2222223,4017959028.97698,2905805023.69398,1681794.27576082
"2151",1,25000.4444444444,2111112,2222223,1914084330.83899,1525523436.71666,1534981.42866129
"2152",66666667.5555556,25000.4444444444,2111112,2222223,2249981622.5987,1745883305.79365,1579506.26978288
"2153",133333334.111111,25000.4444444444,2111112,2222223,2579158811.36336,1961484193.53753,1623264.89485504
"2154",200000000.666667,25000.4444444444,2111112,2222223,2902024855.48709,2172615812.10913,1666305.66112436
"2155",266666667.222222,25000.4444444444,2111112,2222223,3218954353.11045,2379543504.50854,1708672.82270794
"2156",333333333.777778,25000.4444444444,2111112,2222223,3530290911.72382,2582510635.63613,1750406.93406771
"2157",400000000.333333,25000.4444444444,2111112,2222223,3836350140.4664,2781740715.59299,1791545.2082706
"2158",466666666.888889,25000.4444444444,2111112,2222223,4137422312.89594,2977439289.10227,1832121.83575734
"2161",1,30000.3333333333,2111112,2222223,2057350272.42285,1613161386.58368,1680024.02834183
"2162",66666667.5555556,30000.3333333333,2111112,2222223,2386574711.2903,1828718106.77235,1723566.22206543
"2163",133333334.111111,30000.3333333333,2111112,2222223,2709311560.58997,2039683327.99648,1766377.33938679
"2164",200000000.666667,30000.3333333333,2111112,2222223,3025951452.14781,2246333593.5573,1808503.09351891
"2165",266666667.222222,30000.3333333333,2111112,2222223,3336852363.17213,2448922301.34326,1849985.33391855
"2166",333333333.777778,30000.3333333333,2111112,2222223,3642342804.69222,2647681965.07395,1890862.42476729
"2167",400000000.333333,30000.3333333333,2111112,2222223,3942724654.59935,2842826223.44295,1931169.5812197
"2171",1,35000.2222222222,2111112,2222223,2182931770.41413,1687036425.19252,1814539.34825326
"2172",66666667.5555556,35000.2222222222,2111112,2222223,2505648582.74392,1897911370.46525,1857130.59991612
"2173",133333334.111111,35000.2222222222,2111112,2222223,2822100333.97442,2104354994.04137,1899024.11812299
"2174",200000000.666667,35000.2222222222,2111112,2222223,3132660209.09043,2306631310.3448,1940263.11891496
"2175",266666667.222222,35000.2222222222,2111112,2222223,3437670355.47137,2504982347.90167,1980887.17978407
"2176",333333333.777778,35000.2222222222,2111112,2222223,3737444900.37426,2699630288.12458,2020932.59474255
"2177",400000000.333333,35000.2222222222,2111112,2222223,4032272633.56145,2890779366.69857,2060432.68993876
"2201",1,1,4222223,2222223,1209068629.34642,1160021566.90673,671816.493515623
"2202",66666667.5555556,1,4222223,2222223,1572911152.25836,1399601798.5022,720790.988282417
"2203",133333334.111111,1,4222223,2222223,1929245528.49014,1633870295.94378,768860.428491044
"2204",200000000.666667,1,4222223,2222223,2278537713.69739,1863157667.13185,816082.729828409
"2205",266666667.222222,1,4222223,2222223,2621214575.74091,2087766730.38165,862510.926010136
"2206",333333333.777778,1,4222223,2222223,2957667701.05768,2307975222.69457,908193.644466652
"2207",400000000.333333,1,4222223,2222223,3288256778.42306,2524038207.26111,953175.529211445
"2208",466666666.888889,1,4222223,2222223,3613312613.11664,2736190217.92698,997497.617517118
"2211",1,5000.88888888889,4222223,2222223,1468821392.61873,1336986422.00125,889799.99442284
"2212",66666667.5555556,5000.88888888889,4222223,2222223,1825349076.27567,1571310348.39467,937657.743739162
"2213",133333334.111111,5000.88888888889,4222223,2222223,2174634282.57149,1800514002.47542,984652.280257859
"2214",200000000.666667,5000.88888888889,4222223,2222223,2517122024.53045,2024912913.32901,1030838.38299301
"2215",266666667.222222,5000.88888888889,4222223,2222223,2853220162.7774,2244796212.51243,1076266.23050858
"2216",333333333.777778,5000.88888888889,4222223,2222223,3183303008.15797,2460429195.91046,1120981.84747408
"2217",400000000.333333,5000.88888888889,4222223,2222223,3507714526.12797,2672055602.32774,1165027.50184663
"2218",466666666.888889,5000.88888888889,4222223,2222223,3826771192.63987,2879899644.19135,1208442.05884534
"2221",1,10000.7777777778,4222223,2222223,1698232643.45319,1490390151.71491,1089456.2460385
"2222",66666667.5555556,10000.7777777778,4222223,2222223,2047632001.66052,1719594654.24967,1136234.46420024
