,LL,PS,HL,SSS,PR,SR,Yield
19603,63157895.63,1,9000000.526,1052632.474,2104025270,1914472734,605745.3197
19604,94736842.95,1,9000000.526,1052632.474,2268066320,2021069305,627952.8881
19605,126315790.3,1,9000000.526,1052632.474,2430681745,2126668298,649989.4999
19606,157894737.6,1,9000000.526,1052632.474,2591911241,2231297738,671860.0838
19607,189473684.9,1,9000000.526,1052632.474,2751792978,2334984567,693569.378
19608,221052632.2,1,9000000.526,1052632.474,2910363663,2437754692,715121.9386
19609,252631579.5,1,9000000.526,1052632.474,3067658611,2539633027,736522.1472
19610,284210526.8,1,9000000.526,1052632.474,3223711805,2640643544,757774.2192
19611,315789474.2,1,9000000.526,1052632.474,3378555951,2740809309,778882.2107
19621,1,2369.368421,9000000.526,1052632.474,1911262070,1794953147,678581.9431
19622,31578948.32,2369.368421,9000000.526,1052632.474,2076726746,1902529066,700911.2368
19623,63157895.63,2369.368421,9000000.526,1052632.474,2240706351,2009065645,723063.0128
19624,94736842.95,2369.368421,9000000.526,1052632.474,2403242950,2114592582,745042.4736
19625,126315790.3,2369.368421,9000000.526,1052632.474,2564376969,2219138415,766854.6181
19626,157894737.6,2369.368421,9000000.526,1052632.474,2724147272,2322730572,788504.2508
19627,189473684.9,2369.368421,9000000.526,1052632.474,2882591233,2425395425,809995.9905
19628,221052632.2,2369.368421,9000000.526,1052632.474,3039744796,2527158330,831334.2785
19629,252631579.5,2369.368421,9000000.526,1052632.474,3195642546,2628043679,852523.3867
19630,284210526.8,2369.368421,9000000.526,1052632.474,3350317763,2728074940,873567.4249
19631,315789474.2,2369.368421,9000000.526,1052632.474,3503802483,2827274698,894470.3482
19641,1,4737.736842,9000000.526,1052632.474,2042936685,1885419417,791398.2148
19642,31578948.32,4737.736842,9000000.526,1052632.474,2206866209,1991903922,813495.3168
19643,63157895.63,4737.736842,9000000.526,1052632.474,2369334983,2097366471,835418.7139
19644,94736842.95,4737.736842,9000000.526,1052632.474,2530384183,2201836126,857173.4766
19645,126315790.3,4737.736842,9000000.526,1052632.474,2690053386,2305340815,878764.4771
19646,157894737.6,4737.736842,9000000.526,1052632.474,2848380643,2407907382,900196.3987
19647,189473684.9,4737.736842,9000000.526,1052632.474,3005402549,2509561639,921473.7438
19648,221052632.2,4737.736842,9000000.526,1052632.474,3161154302,2610328409,942600.842
19649,252631579.5,4737.736842,9000000.526,1052632.474,3315669772,2710231570,963581.8584
19650,284210526.8,4737.736842,9000000.526,1052632.474,3468981555,2809294099,984420.7998
19651,315789474.2,4737.736842,9000000.526,1052632.474,3621121028,2907538108,1005121.523
19661,1,7106.105263,9000000.526,1052632.474,2166964134,1969912246,899518.4068
19662,31578948.32,7106.105263,9000000.526,1052632.474,2329376240,2075318180,921386.8356
19663,63157895.63,7106.105263,9000000.526,1052632.474,2490351425,2179719185,943085.2815
19664,94736842.95,7106.105263,9000000.526,1052632.474,2649929997,2283143700,964618.6862
19665,126315790.3,7106.105263,9000000.526,1052632.474,2808150703,2385619057,985991.7989
19666,157894737.6,7106.105263,9000000.526,1052632.474,2965050800,2487171531,1007209.184
19667,189473684.9,7106.105263,9000000.526,1052632.474,3120666119,2587826387,1028275.232
19668,221052632.2,7106.105263,9000000.526,1052632.474,3275031130,2687607924,1049194.162
19669,252631579.5,7106.105263,9000000.526,1052632.474,3428179004,2786539519,1069970.035
19670,284210526.8,7106.105263,9000000.526,1052632.474,3580141666,2884643668,1090606.759
19681,1,9474.473684,9000000.526,1052632.474,2283756698,2048753715,1003197.789
19682,31578948.32,9474.473684,9000000.526,1052632.474,2444668824,2153093702,1024840.991
19683,63157895.63,9474.473684,9000000.526,1052632.474,2604167376,2256445435,1046317.843
19684,94736842.95,9474.473684,9000000.526,1052632.474,2762291816,2358836747,1067633.163
19685,126315790.3,9474.473684,9000000.526,1052632.474,2919080078,2460294389,1088791.578
19686,157894737.6,9474.473684,9000000.526,1052632.474,3074568642,2560844076,1109797.538
19687,189473684.9,9474.473684,9000000.526,1052632.474,3228792595,2660510539,1130655.323
19688,221052632.2,9474.473684,9000000.526,1052632.474,3381785693,2759317567,1151369.046
19689,252631579.5,9474.473684,9000000.526,1052632.474,3533580422,2857288047,1171942.668
19690,284210526.8,9474.473684,9000000.526,1052632.474,3684208053,2954444003,1192379.996
19701,1,11842.84211,9000000.526,1052632.474,2393700212,2122245241,1102675.217
19702,31578948.32,11842.84211,9000000.526,1052632.474,2553129504,2225531685,1124096.568
19703,63157895.63,11842.84211,9000000.526,1052632.474,2711168099,2327846212,1145355.117
19704,94736842.95,11842.84211,9000000.526,1052632.474,2867854632,2429216058,1166455.557
19705,126315790.3,11842.84211,9000000.526,1052632.474,3023226242,2529667405,1187402.401
19706,157894737.6,11842.84211,9000000.526,1052632.474,3177318650,2629225423,1208199.985
19707,189473684.9,11842.84211,9000000.526,1052632.474,3330166213,2727914323,1228852.482
19708,221052632.2,11842.84211,9000000.526,1052632.474,3481801991,2825757392,1249363.902
19709,252631579.5,11842.84211,9000000.526,1052632.474,3632257801,2922777037,1269738.105
19710,284210526.8,11842.84211,9000000.526,1052632.474,3781564273,3018994824,1289978.805
19721,1,14211.21053,9000000.526,1052632.474,2497156008,2190669089,1198174.343
19722,31578948.32,14211.21053,9000000.526,1052632.474,2655119326,2292914187,1219377.15
19723,63157895.63,14211.21053,9000000.526,1052632.474,2811714367,2394203367,1240420.618
19724,94736842.95,14211.21053,9000000.526,1052632.474,2966978951,2494563286,1261309.32
19725,126315790.3,14211.21053,9000000.526,1052632.474,3120949446,2594019569,1282047.656
19726,157894737.6,14211.21053,9000000.526,1052632.474,3273660826,2692596855,1302639.852
19727,189473684.9,14211.21053,9000000.526,1052632.474,3425146737,2790318841,1323089.976
19728,221052632.2,14211.21053,9000000.526,1052632.474,3575439558,2887208328,1343401.938
19729,252631579.5,14211.21053,9000000.526,1052632.474,3724570452,2983287254,1363579.501
19741,1,16579.57895,9000000.526,1052632.474,2594462697,2254289773,1289904.72
19742,31578948.32,16579.57895,9000000.526,1052632.474,2750976624,2355505512,1310892.223
19743,63157895.63,16579.57895,9000000.526,1052632.474,2906144241,2455781006,1331723.767
19744,94736842.95,16579.57895,9000000.526,1052632.474,3060002577,2555142344,1352403.81
19745,126315790.3,16579.57895,9000000.526,1052632.474,3212587241,2653614607,1372936.639
19746,157894737.6,16579.57895,9000000.526,1052632.474,3363932479,2751221915,1393326.376
19747,189473684.9,16579.57895,9000000.526,1052632.474,3514071244,2847987466,1413576.985
19748,221052632.2,16579.57895,9000000.526,1052632.474,3663035245,2943933581,1433692.278
19749,252631579.5,16579.57895,9000000.526,1052632.474,3810855006,3039081742,1453675.924
19761,1,18947.94737,9000000.526,1052632.474,2685937810,2313355330,1378062.821
19762,31578948.32,18947.94737,9000000.526,1052632.474,2841018652,2413553493,1398838.194
19763,63157895.63,18947.94737,9000000.526,1052632.474,2994774712,2512826764,1419460.907
19764,94736842.95,18947.94737,9000000.526,1052632.474,3147242245,2611200678,1439935.307
19765,126315790.3,18947.94737,9000000.526,1052632.474,3298456116,2708699784,1460265.571
19766,157894737.6,18947.94737,9000000.526,1052632.474,3448449863,2805347692,1480455.719
19767,189473684.9,18947.94737,9000000.526,1052632.474,3597255755,2901167114,1500509.613
19768,221052632.2,18947.94737,9000000.526,1052632.474,3744904851,2996179903,1520430.972
19769,252631579.5,18947.94737,9000000.526,1052632.474,3891427049,3090407092,1540223.372
19781,1,21316.31579,9000000.526,1052632.474,2771879292,2368098496,1462832.972
19782,31578948.32,21316.31579,9000000.526,1052632.474,2925543088,2467290667,1483399.323
19783,63157895.63,21316.31579,9000000.526,1052632.474,3077903200,2565572988,1503816.237
19784,94736842.95,21316.31579,9000000.526,1052632.474,3228995123,2662970449,1524087.949
19785,126315790.3,21316.31579,9000000.526,1052632.474,3378852999,2759507080,1544218.532
19786,157894737.6,21316.31579,9000000.526,1052632.474,3527509669,2855205994,1564211.903
19787,189473684.9,21316.31579,9000000.526,1052632.474,3674996739,2950089425,1584071.829
19788,221052632.2,21316.31579,9000000.526,1052632.474,3821344628,3044178772,1603801.934
19789,252631579.5,21316.31579,9000000.526,1052632.474,3966582622,3137494628,1623405.705
19801,1,23684.68421,9000000.526,1052632.474,2852566890,2418737782,1544388.207
19802,31578948.32,23684.68421,9000000.526,1052632.474,3004829417,2516935352,1564748.583
19803,63157895.63,23684.68421,9000000.526,1052632.474,3155808934,2614237805,1584962.667
19804,94736842.95,23684.68421,9000000.526,1052632.474,3305540197,2710669601,1605034.587
19805,126315790.3,23684.68421,9000000.526,1052632.474,3454056637,2806254264,1624968.314
19806,157894737.6,23684.68421,9000000.526,1052632.474,3601390418,2901014420,1644767.666
19807,189473684.9,23684.68421,9000000.526,1052632.474,3747572494,2994971837,1664436.315
19808,221052632.2,23684.68421,9000000.526,1052632.474,3892632659,3088147466,1683977.794
19821,1,26053.05263,9000000.526,1052632.474,2928263423,2465478474,1622891.059
19822,31578948.32,26053.05263,9000000.526,1052632.474,3079140197,2562692639,1643048.445
19823,63157895.63,26053.05263,9000000.526,1052632.474,3228754223,2659026122,1663062.609
19824,94736842.95,26053.05263,9000000.526,1052632.474,3377139533,2754502866,1682937.577
19825,126315790.3,26053.05263,9000000.526,1052632.474,3524328866,2849145895,1702677.217
19826,157894737.6,26053.05263,9000000.526,1052632.474,3670353721,2942977362,1722285.252
19827,189473684.9,26053.05263,9000000.526,1052632.474,3815244413,3036018580,1741765.262
19828,221052632.2,26053.05263,9000000.526,1052632.474,3959030129,3128290061,1761120.692
19841,1,28421.42105,9000000.526,1052632.474,2999215948,2508513539,1698494.29
19842,31578948.32,28421.42105,9000000.526,1052632.474,3148722232,2604755311,1718451.61
19843,63157895.63,28421.42105,9000000.526,1052632.474,3296985627,2700130542,1738268.706
19844,94736842.95,28421.42105,9000000.526,1052632.474,3444039457,2794662667,1757949.502
19845,126315790.3,28421.42105,9000000.526,1052632.474,3589915783,2888374229,1777497.77
19846,157894737.6,28421.42105,9000000.526,1052632.474,3734645453,2981286914,1796917.138
19847,189473684.9,28421.42105,9000000.526,1052632.474,3878258161,3073421588,1816211.096
19861,1,30789.78947,9000000.526,1052632.474,3065656842,2548024477,1771341.556
19862,31578948.32,30789.78947,9000000.526,1052632.474,3213807652,2643304681,1791101.675
19863,63157895.63,30789.78947,9000000.526,1052632.474,3360735036,2737732198,1810724.498
19864,94736842.95,30789.78947,9000000.526,1052632.474,3506471627,2831329971,1830213.849
19865,126315790.3,30789.78947,9000000.526,1052632.474,3651048821,2924120065,1849573.404
19866,157894737.6,30789.78947,9000000.526,1052632.474,3794496833,3016123713,1868806.702
19881,1,33158.15789,9000000.526,1052632.474,3127804799,2584182092,1841568.029
19882,31578948.32,33158.15789,9000000.526,1052632.474,3274614906,2678511374,1861133.755
19883,63157895.63,33158.15789,9000000.526,1052632.474,3420220663,2772001544,1880565.043
19884,94736842.95,33158.15789,9000000.526,1052632.474,3564654028,2864675059,1899865.62
19885,126315790.3,33158.15789,9000000.526,1052632.474,3707945748,2956553524,1919039.071
19886,157894737.6,33158.15789,9000000.526,1052632.474,3850125417,3047657724,1938088.844
19901,1,35526.52632,9000000.526,1052632.474,3185865746,2617147214,1909300.965
19902,31578948.32,35526.52632,9000000.526,1052632.474,3331349682,2710536043,1928675.049
19903,63157895.63,35526.52632,9000000.526,1052632.474,3475647968,2803099060,1947917.486
19904,94736842.95,35526.52632,9000000.526,1052632.474,3618791897,2894858250,1967031.909
19905,126315790.3,35526.52632,9000000.526,1052632.474,3760811585,2985834763,1986021.812
19921,1,37894.89474,9000000.526,1052632.474,3240033695,2647071363,1974660.236
19922,31578948.32,37894.89474,9000000.526,1052632.474,3384205758,2739530034,1993845.374
19923,63157895.63,37894.89474,9000000.526,1052632.474,3527210500,2831175926,2012901.59
19924,94736842.95,37894.89474,9000000.526,1052632.474,3669078566,2922030560,2031832.425
20001,1,1,10000000.47,1052632.474,1932424439,1852211631,592005.5815
20002,31578948.32,1,10000000.47,1052632.474,2097876674,1959576987,614379.5045
20003,63157895.63,1,10000000.47,1052632.474,2261865020,2065919987,636577.7323
20004,94736842.95,1,10000000.47,1052632.474,2424430570,2171269617,658605.3678
20005,126315790.3,1,10000000.47,1052632.474,2585612827,2275653741,680467.3159
20006,157894737.6,1,10000000.47,1052632.474,2745449784,2379099150,702168.2924
20007,189473684.9,1,10000000.47,1052632.474,2903977986,2481631608,723712.8328
20008,221052632.2,1,10000000.47,1052632.474,3061232597,2583275898,745105.2998
20009,252631579.5,1,10000000.47,1052632.474,3217247459,2684055867,766349.891
20010,284210526.8,1,10000000.47,1052632.474,3372055149,2783994463,787450.6462
20021,1,2369.368421,10000000.47,1052632.474,2070719943,1947588991,709562.1753
20022,31578948.32,2369.368421,10000000.47,1052632.474,2234643930,2053870106,731704.4924
20023,63157895.63,2369.368421,10000000.47,1052632.474,2397127892,2159145893,753674.869
20024,94736842.95,2369.368421,10000000.47,1052632.474,2558212054,2263444723,775478.279
20025,126315790.3,2369.368421,10000000.47,1052632.474,2717935097,2366793866,797119.5039
20026,157894737.6,2369.368421,10000000.47,1052632.474,2876334218,2469219543,818603.1412
20027,189473684.9,2369.368421,10000000.47,1052632.474,3033445207,2570746976,839933.6124
20028,221052632.2,2369.368421,10000000.47,1052632.474,3189302498,2671400425,861115.1712
20029,252631579.5,2369.368421,10000000.47,1052632.474,3343939236,2771203237,882151.9107
20030,284210526.8,2369.368421,10000000.47,1052632.474,3497387331,2870177882,903047.7699
20041,1,4737.736842,10000000.47,1052632.474,2200943018,2036662980,822153.1856
20042,31578948.32,4737.736842,10000000.47,1052632.474,2363356287,2141872514,844067.3849
20043,63157895.63,4737.736842,10000000.47,1052632.474,2524352912,2246093403,865813.3094
20044,94736842.95,4737.736842,10000000.47,1052632.474,2683972276,2349353410,887395.8075
20045,126315790.3,4737.736842,10000000.47,1052632.474,2842252249,2451679227,908819.5401
20046,157894737.6,4737.736842,10000000.47,1052632.474,2999229256,2553096520,930088.9893
20047,189473684.9,4737.736842,10000000.47,1052632.474,3154938344,2653629977,951208.4661
20048,221052632.2,4737.736842,10000000.47,1052632.474,3309413236,2753303350,972182.1175
20049,252631579.5,4737.736842,10000000.47,1052632.474,3462686395,2852139497,993013.9346
20061,1,7106.105263,10000000.47,1052632.474,2323534222,2119777740,930051.5351
20062,31578948.32,7106.105263,10000000.47,1052632.474,2484454010,2223928140,951741.0339
20063,63157895.63,7106.105263,10000000.47,1052632.474,2643980066,2327106234,973265.8366
20064,94736842.95,7106.105263,10000000.47,1052632.474,2802150948,2429339195,994630.6693
20065,126315790.3,7106.105263,10000000.47,1052632.474,2959003736,2530653148,1015840.076
20066,157894737.6,7106.105263,10000000.47,1052632.474,3114574098,2631073216,1036898.425
20067,189473684.9,7106.105263,10000000.47,1052632.474,3268896353,2730623567,1057809.921
20068,221052632.2,7106.105263,10000000.47,1052632.474,3422003532,2829327454,1078578.607
20069,252631579.5,7106.105263,10000000.47,1052632.474,3573927429,2927207258,1099208.373
20081,1,9474.473684,10000000.47,1052632.474,2438905547,2197255094,1033512.415
20082,31578948.32,9474.473684,10000000.47,1052632.474,2598348806,2300358592,1054980.561
20083,63157895.63,9474.473684,10000000.47,1052632.474,2756420786,2402505791,1076287.505
20084,94736842.95,9474.473684,10000000.47,1052632.474,2913159237,2503723285,1097437.853
20085,126315790.3,9474.473684,10000000.47,1052632.474,3068600467,2604036645,1118436.036
20086,157894737.6,9474.473684,10000000.47,1052632.474,3222779403,2703470463,1139286.313
20087,189473684.9,9474.473684,10000000.47,1052632.474,3375729656,2802048400,1159992.782
20088,221052632.2,9474.473684,10000000.47,1052632.474,3527483574,2899793221,1180559.385
20089,252631579.5,9474.473684,10000000.47,1052632.474,3678072302,2996726838,1200989.917
20101,1,11842.84211,10000000.47,1052632.474,2547442545,2269396196,1132774.604
20102,31578948.32,11842.84211,10000000.47,1052632.474,2705425945,2371464819,1154024.677
20103,63157895.63,11842.84211,10000000.47,1052632.474,2862060070,2472592823,1175116.959
20104,94736842.95,11842.84211,10000000.47,1052632.474,3017381880,2572806236,1196055.941
20105,126315790.3,11842.84211,10000000.47,1052632.474,3171426927,2672130087,1216845.941
20106,157894737.6,11842.84211,10000000.47,1052632.474,3324229415,2770588451,1237491.112
20107,189473684.9,11842.84211,10000000.47,1052632.474,3475822259,2868204491,1257995.449
20108,221052632.2,11842.84211,10000000.47,1052632.474,3626237145,2965000495,1278362.796
20109,252631579.5,11842.84211,10000000.47,1052632.474,3775504577,3060997920,1298596.854
20121,1,14211.21053,10000000.47,1052632.474,2649506267,2336483062,1228061.679
20122,31578948.32,14211.21053,10000000.47,1052632.474,2806046206,2437528633,1249096.891
20123,63157895.63,14211.21053,10000000.47,1052632.474,2961258432,2537648944,1269977.644
20124,94736842.95,14211.21053,10000000.47,1052632.474,3115179135,2636869472,1290708.314
20125,126315790.3,14211.21053,10000000.47,1052632.474,3267843127,2735214716,1311293.111
20126,157894737.6,14211.21053,10000000.47,1052632.474,3419283905,2832708244,1331736.084
20127,189473684.9,14211.21053,10000000.47,1052632.474,3569533705,2929372733,1352041.127
20128,221052632.2,14211.21053,10000000.47,1052632.474,3718623562,3025230006,1372211.99
20141,1,16579.57895,10000000.47,1052632.474,2745435053,2398779957,1319583.12
20142,31578948.32,16579.57895,10000000.47,1052632.474,2900547658,2498814098,1340406.62
20143,63157895.63,16579.57895,10000000.47,1052632.474,3054353682,2597938027,1361078.912
20144,94736842.95,16579.57895,10000000.47,1052632.474,3206888560,2696176679,1381604.264
20145,126315790.3,16579.57895,10000000.47,1052632.474,3358186384,2793554038,1401986.779
20146,157894737.6,16579.57895,10000000.47,1052632.474,3508279956,2890093176,1422230.404
20147,189473684.9,16579.57895,10000000.47,1052632.474,3657200850,2985816293,1442338.937
20148,221052632.2,16579.57895,10000000.47,1052632.474,3804979463,3080744758,1462316.032
20161,1,18947.94737,10000000.47,1052632.474,2835546164,2456534673,1407535.327
20162,31578948.32,18947.94737,10000000.47,1052632.474,2989247297,2555568812,1428150.2
20163,63157895.63,18947.94737,10000000.47,1052632.474,3141662560,2653707480,1448617.04
20164,94736842.95,18947.94737,10000000.47,1052632.474,3292826652,2750975086,1468940.008
20165,126315790.3,18947.94737,10000000.47,1052632.474,3442772954,2847395105,1489123.103
20166,157894737.6,18947.94737,10000000.47,1052632.474,3591533595,2942990127,1509170.174
20167,189473684.9,18947.94737,10000000.47,1052632.474,3739139499,3037781887,1529084.923
20168,221052632.2,18947.94737,10000000.47,1052632.474,3885620440,3131791309,1548870.915
20181,1,21316.31579,10000000.47,1052632.474,2920137285,2509979708,1492102.556
20182,31578948.32,21316.31579,10000000.47,1052632.474,3072442550,2608025080,1512511.824
20183,63157895.63,21316.31579,10000000.47,1052632.474,3223482244,2705189424,1532776.16
20184,94736842.95,21316.31579,10000000.47,1052632.474,3373290343,2801496632,1552899.618
20185,126315790.3,21316.31579,10000000.47,1052632.474,3521899540,2896969686,1572886.099
20186,157894737.6,21316.31579,10000000.47,1052632.474,3669341299,2991630700,1592739.355
20187,189473684.9,21316.31579,10000000.47,1052632.474,3815645911,3085500957,1612462.995
20201,1,23684.68421,10000000.47,1052632.474,2999487905,2559333340,1573457.773
20202,31578948.32,23684.68421,10000000.47,1052632.474,3150412652,2656400993,1593664.398
20203,63157895.63,23684.68421,10000000.47,1052632.474,3300091722,2752601768,1613729.118
20204,94736842.95,23684.68421,10000000.47,1052632.474,3448558387,2847959052,1633655.885
20205,126315790.3,23684.68421,10000000.47,1052632.474,3595844664,2942495344,1653448.502
20206,157894737.6,23684.68421,10000000.47,1052632.474,3741981370,3036232296,1673110.627
20207,189473684.9,23684.68421,10000000.47,1052632.474,3886998175,3129190746,1692645.78
20221,1,26053.05263,10000000.47,1052632.474,3073860588,2604800621,1651763.446
20222,31578948.32,26053.05263,10000000.47,1052632.474,3223419917,2700901420,1671770.329
20223,63157895.63,26053.05263,10000000.47,1052632.474,3371753069,2796149203,1691638.263
20224,94736842.95,26053.05263,10000000.47,1052632.474,3518892626,2890566866,1711371.101
20225,126315790.3,26053.05263,10000000.47,1052632.474,3664869946,2984176435,1730972.551
20226,157894737.6,26053.05263,10000000.47,1052632.474,3809715210,3076999109,1750446.177
20241,1,28421.42105,10000000.47,1052632.474,3143502144,2646574297,1727172.268
20242,31578948.32,28421.42105,10000000.47,1052632.474,3291710912,2741718924,1746982.254
20243,63157895.63,28421.42105,10000000.47,1052632.474,3438712615,2836024118,1766656.177
20244,94736842.95,28421.42105,10000000.47,1052632.474,3584539163,2929512294,1786197.793
20245,126315790.3,28421.42105,10000000.47,1052632.474,3729221266,3022205016,1805610.718
20246,157894737.6,28421.42105,10000000.47,1052632.474,3872788488,3114123039,1824898.426
20261,1,30789.78947,10000000.47,1052632.474,3208644709,2684835643,1799827.833
20262,31578948.32,30789.78947,10000000.47,1052632.474,3355517531,2779034604,1819443.708
20263,63157895.63,30789.78947,10000000.47,1052632.474,3501202023,2872407442,1838926.339
20264,94736842.95,30789.78947,10000000.47,1052632.474,3645729436,2964976099,1858279.388
20265,126315790.3,30789.78947,10000000.47,1052632.474,3789129849,3056761690,1877506.378
20281,1,33158.15789,10000000.47,1052632.474,3269506735,2719755247,1869865.249
20282,31578948.32,33158.15789,10000000.47,1052632.474,3415057993,2813018874,1889289.746
20283,63157895.63,33158.15789,10000000.47,1052632.474,3559439286,2905469420,1908583.75
20284,94736842.95,33158.15789,10000000.47,1052632.474,3702681220,2997128366,1927750.832
20301,1,35526.52632,10000000.47,1052632.474,3326293918,2751493725,1937411.714
20302,31578948.32,35526.52632,10000000.47,1052632.474,3470537762,2843832181,1956647.508
20303,63157895.63,35526.52632,10000000.47,1052632.474,3613629644,2935370335,1975755.497
20304,94736842.95,35526.52632,10000000.47,1052632.474,3755599538,3026129219,1994739.163
20321,1,37894.89474,10000000.47,1052632.474,3379200039,2780202388,2002587.036
20322,31578948.32,37894.89474,10000000.47,1052632.474,3522150393,2871625668,2021636.752
20323,63157895.63,37894.89474,10000000.47,1052632.474,3663966433,2962261170,2040561.288
20401,1,1,11000000.42,1052632.474,2091983198,2004924030,623051.301
20402,31578948.32,1,11000000.42,1052632.474,2255911503,2111008061,645239.2418
20403,63157895.63,1,11000000.42,1052632.474,2418420009,2216103052,667256.9761
20404,94736842.95,1,11000000.42,1052632.474,2579548028,2320236703,689109.3845
20405,126315790.3,1,11000000.42,1052632.474,2739333371,2423435650,710801.1604
20406,157894737.6,1,11000000.42,1052632.474,2897812418,2525725513,732336.818
20407,189473684.9,1,11000000.42,1052632.474,3055020179,2627130941,753720.7008
20408,221052632.2,1,11000000.42,1052632.474,3210990351,2727675654,774956.9882
20409,252631579.5,1,11000000.42,1052632.474,3365755380,2827382482,796049.7034
20421,1,2369.368421,11000000.42,1052632.474,2228829864,2098911795,740382.8402
20422,31578948.32,2369.368421,11000000.42,1052632.474,2391254014,2203931158,762343.2022
20423,63157895.63,2369.368421,11000000.42,1052632.474,2552281313,2307977827,784136.9687
20424,94736842.95,2369.368421,11000000.42,1052632.474,2711950251,2411078913,805768.8976
20425,126315790.3,2369.368421,11000000.42,1052632.474,2870297853,2513260487,827243.5648
20426,157894737.6,2369.368421,11000000.42,1052632.474,3027359743,2614547629,848565.3718
20427,189473684.9,2369.368421,11000000.42,1052632.474,3183170208,2714964469,869738.5535
20428,221052632.2,2369.368421,11000000.42,1052632.474,3337762253,2814534231,890767.1857
20429,252631579.5,2369.368421,11000000.42,1052632.474,3491167658,2913279268,911655.1915
20441,1,4737.736842,11000000.42,1052632.474,2357619323,2186610335,852752.1935
20442,31578948.32,4737.736842,11000000.42,1052632.474,2518556359,2290577302,874488.3654
20443,63157895.63,4737.736842,11000000.42,1052632.474,2678119034,2393587587,896061.4675
20444,94736842.95,4737.736842,11000000.42,1052632.474,2836345032,2495667725,917476.1385
20445,126315790.3,4737.736842,11000000.42,1052632.474,2993270610,2596843236,938736.8394
20446,157894737.6,4737.736842,11000000.42,1052632.474,3148930655,2697138672,959847.8619
20447,189473684.9,4737.736842,11000000.42,1052632.474,3303358745,2796577656,980813.3353
20448,221052632.2,4737.736842,11000000.42,1052632.474,3456587207,2895182924,1001637.234
20461,1,7106.105263,11000000.42,1052632.474,2478791845,2268363534,960432.206
20462,31578948.32,7106.105263,11000000.42,1052632.474,2638258529,2371290169,981947.508
20463,63157895.63,7106.105263,11000000.42,1052632.474,2796372890,2473275807,1003303.183
20464,94736842.95,7106.105263,11000000.42,1052632.474,2953171830,2574346421,1024503.753
20465,126315790.3,7106.105263,11000000.42,1052632.474,3108690850,2674526993,1045553.567
20466,157894737.6,7106.105263,11000000.42,1052632.474,3262964116,2773841557,1066456.811
20467,189473684.9,7106.105263,11000000.42,1052632.474,3416024515,2872313240,1087217.509
20468,221052632.2,7106.105263,11000000.42,1052632.474,3567903711,2969964305,1107839.539
20481,1,9474.473684,11000000.42,1052632.474,2592759142,2344492958,1063677.993
20482,31578948.32,9474.473684,11000000.42,1052632.474,2750771959,2446391119,1084975.678
20483,63157895.63,9474.473684,11000000.42,1052632.474,2907454053,2547363652,1106117.097
20484,94736842.95,9474.473684,11000000.42,1052632.474,3062841556,2647435977,1127106.66
20485,126315790.3,9474.473684,11000000.42,1052632.474,3216969236,2746632549,1147948.606
20486,157894737.6,9474.473684,11000000.42,1052632.474,3369870551,2844976897,1168647.017
20487,189473684.9,9474.473684,11000000.42,1052632.474,3521577712,2942491665,1189205.817
20488,221052632.2,9474.473684,11000000.42,1052632.474,3672121734,3039198651,1209628.786
20501,1,11842.84211,11000000.42,1052632.474,2699906488,2415299512,1162728.258
20502,31578948.32,11842.84211,11000000.42,1052632.474,2856481653,2516180860,1183811.514
20503,63157895.63,11842.84211,11000000.42,1052632.474,3011747264,2616151635,1204741.786
20504,94736842.95,11842.84211,11000000.42,1052632.474,3165738703,2715236718,1225523.374
20505,126315790.3,11842.84211,11000000.42,1052632.474,3318490016,2813460051,1246160.411
20506,157894737.6,11842.84211,11000000.42,1052632.474,3470033973,2910844668,1266656.876
20507,189473684.9,11842.84211,11000000.42,1052632.474,3620402122,3007412738,1287016.597
20521,1,14211.21053,11000000.42,1052632.474,2800594666,2481064964,1257806.506
20522,31578948.32,14211.21053,11000000.42,1052632.474,2955748129,2580940964,1278678.455
20523,63157895.63,14211.21053,11000000.42,1052632.474,3109612787,2679921139,1299400.627
20524,94736842.95,14211.21053,11000000.42,1052632.474,3262223285,2778029848,1319977.212
20525,126315790.3,14211.21053,11000000.42,1052632.474,3413612968,2875290525,1340412.24
20526,157894737.6,14211.21053,11000000.42,1052632.474,3563813928,2971725723,1360709.59
20527,189473684.9,14211.21053,11000000.42,1052632.474,3712857069,3067357148,1380872.996
20541,1,16579.57895,11000000.42,1052632.474,2895161748,2542053338,1349122.145
20542,31578948.32,16579.57895,11000000.42,1052632.474,3048909200,2640935263,1369785.85
20543,63157895.63,16579.57895,11000000.42,1052632.474,3201388183,2738935813,1390302.906
20544,94736842.95,16579.57895,11000000.42,1052632.474,3352632623,2836078832,1410677.399
20545,126315790.3,16579.57895,11000000.42,1052632.474,3502675177,2932387265,1430913.261
20546,157894737.6,16579.57895,11000000.42,1052632.474,3651547277,3027883190,1451014.272
20547,189473684.9,16579.57895,11000000.42,1052632.474,3799279194,3122587862,1470984.074
20561,1,18947.94737,11000000.42,1052632.474,2983924737,2598512191,1436871.509
20562,31578948.32,18947.94737,11000000.42,1052632.474,3136281613,2696411124,1457329.966
20563,63157895.63,18947.94737,11000000.42,1052632.474,3287389952,2793442841,1477644.833
20564,94736842.95,18947.94737,11000000.42,1052632.474,3437282979,2889630683,1497820.091
20565,126315790.3,18947.94737,11000000.42,1052632.474,3585992676,2984997113,1517859.572
